Variant,ID,OOD,FGSM,Layer,Threshold,Mini,N-extract,N-train,Random seed,AUROC,AUROC-avg-std,FPR95,FPR95-avg-std,Logfile
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_res_conn_before_transformer.encoder.layers.5.norm2,0.4,,4,2,1000,77.26,,52.31,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_res_conn_before_transformer.encoder.layers.5.norm2,0.4,,4,3,2000,82.15,81.58±3.32,44.8,45.97±4.77,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.0.norm1,0.4,,4,1,0,77.94,,54.71,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.0.norm1,0.4,,4,2,1000,78.68,,53.88,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.0.norm1,0.4,,4,3,2000,77.95,78.19±0.35,54.87,54.49±0.43,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.0.norm3,0.4,,4,1,0,75.69,,63.9,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.0.norm3,0.4,,4,2,1000,74.21,,70.94,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.0.norm3,0.4,,4,3,2000,73.67,74.52±0.85,67.19,67.34±2.88,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.1.norm1,0.4,,4,1,0,80.5,,53.14,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.1.norm1,0.4,,4,2,1000,79.1,,55.11,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.1.norm1,0.4,,4,3,2000,80.54,80.05±0.67,53.43,53.89±0.87,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.1.norm3,0.4,,4,1,0,64.16,,79.51,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.1.norm3,0.4,,4,2,1000,71.05,,75.32,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.1.norm3,0.4,,4,3,2000,75.8,70.34±4.78,72.22,75.68±2.99,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.2.norm1,0.4,,4,1,0,80.05,,55.68,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.2.norm1,0.4,,4,2,1000,80.31,,55.01,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.2.norm1,0.4,,4,3,2000,77.18,79.18±1.42,59.46,56.72±1.96,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.2.norm3,0.4,,4,1,0,72.92,,71.17,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.2.norm3,0.4,,4,2,1000,72.22,,74.4,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.2.norm3,0.4,,4,3,2000,68.93,71.36±1.74,75.88,73.82±1.97,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.3.norm1,0.4,,4,1,0,73.64,,67.53,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.3.norm1,0.4,,4,2,1000,76.26,,63.65,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.3.norm1,0.4,,4,3,2000,75.76,75.22±1.14,64.06,65.08±1.74,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.3.norm3,0.4,,4,1,0,78.4,,66.04,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.3.norm3,0.4,,4,2,1000,76.24,,74.94,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.3.norm3,0.4,,4,3,2000,77.3,77.31±0.88,73.3,71.43±3.87,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.4.norm1,0.4,,4,1,0,77.65,,62.84,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.4.norm1,0.4,,4,2,1000,78.71,,60.89,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.4.norm1,0.4,,4,3,2000,77.82,78.06±0.46,61.58,61.77±0.81,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.4.norm3,0.4,,4,1,0,77.7,,71.92,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.4.norm3,0.4,,4,2,1000,79.11,,65.42,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.4.norm3,0.4,,4,3,2000,74.1,76.97±2.11,77.1,71.48±4.78,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.5.norm1,0.4,,4,1,0,75.96,,61.38,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.5.norm1,0.4,,4,2,1000,75.23,,62.96,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.5.norm1,0.4,,4,3,2000,75.53,75.57±0.30,63.57,62.64±0.92,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.5.norm3,0.4,,4,1,0,70.58,,70.03,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.5.norm3,0.4,,4,2,1000,69.52,,71.9,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.5.norm3,0.4,,4,3,2000,71.0,70.37±0.62,70.77,70.90±0.77,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout1,0.4,,4,1,0,87.62,,34.2,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout1,0.4,,4,2,1000,87.22,,34.54,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout1,0.4,,4,3,2000,88.19,87.68±0.40,33.01,33.92±0.66,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout2,0.4,,4,1,0,83.24,,45.65,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout2,0.4,,4,2,1000,82.05,,48.04,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout2,0.4,,4,3,2000,83.7,83.00±0.70,45.65,46.45±1.13,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout3,0.4,,4,1,0,80.84,,50.89,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout3,0.4,,4,2,1000,78.35,,54.61,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout3,0.4,,4,3,2000,78.7,79.30±1.10,54.33,53.28±1.69,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.linear1,0.4,,4,1,0,95.82,,14.38,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.linear1,0.4,,4,2,1000,94.39,,18.39,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.linear1,0.4,,4,3,2000,90.95,93.72±2.04,26.71,19.83±5.14,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.linear2,0.4,,4,1,0,78.83,,54.19,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.linear2,0.4,,4,2,1000,81.08,,51.12,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.linear2,0.4,,4,3,2000,75.92,78.61±2.11,58.32,54.54±2.95,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.norm1,0.4,,4,1,0,91.6,,25.33,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.norm1,0.4,,4,2,1000,90.79,,26.86,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.norm1,0.4,,4,3,2000,92.95,91.78±0.89,22.82,25.00±1.67,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.norm2,0.4,,4,1,0,91.66,,25.55,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.norm2,0.4,,4,2,1000,87.56,,35.16,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.norm2,0.4,,4,3,2000,88.49,89.24±1.76,32.84,31.18±4.09,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.attention_weights,0.4,,4,1,0,84.54,,43.19,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.attention_weights,0.4,,4,2,1000,85.06,,43.12,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.attention_weights,0.4,,4,3,2000,86.32,85.31±0.75,40.83,42.38±1.10,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.output_proj,0.4,,4,1,0,87.2,,35.21,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.output_proj,0.4,,4,2,1000,86.96,,35.14,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.output_proj,0.4,,4,3,2000,86.85,87.00±0.15,35.62,35.32±0.21,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.sampling_offsets,0.4,,4,1,0,77.6,,55.42,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.sampling_offsets,0.4,,4,2,1000,77.25,,55.06,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.sampling_offsets,0.4,,4,3,2000,75.63,76.83±0.86,56.95,55.81±0.82,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.value_proj,0.4,,4,1,0,91.37,,26.42,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.value_proj,0.4,,4,2,1000,92.8,,22.53,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.value_proj,0.4,,4,3,2000,89.49,91.22±1.36,30.55,26.50±3.27,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout1,0.4,,4,1,0,84.88,,41.04,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout1,0.4,,4,2,1000,86.64,,37.85,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout1,0.4,,4,3,2000,86.4,85.97±0.78,38.48,39.12±1.38,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout2,0.4,,4,1,0,86.6,,41.61,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout2,0.4,,4,2,1000,84.37,,45.81,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout2,0.4,,4,3,2000,85.15,85.37±0.92,44.48,43.97±1.75,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout3,0.4,,4,1,0,81.29,,51.13,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout3,0.4,,4,2,1000,88.6,,37.75,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout3,0.4,,4,3,2000,84.63,84.84±2.99,47.1,45.33±5.60,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.linear1,0.4,,4,1,0,92.7,,22.36,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.linear1,0.4,,4,2,1000,89.86,,30.68,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.linear1,0.4,,4,3,2000,92.36,91.64±1.27,24.53,25.86±3.52,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.linear2,0.4,,4,1,0,84.61,,45.38,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-0_layer_features_seperate_extract_4_train_1_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.linear2,0.4,,4,2,1000,85.43,,44.41,,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_4_train_2_combined_cnn_layer.txt
MS_DETR,BDD,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.linear2,0.4,,4,3,2000,86.32,85.45±0.70,43.22,44.34±0.88,eval_trainth04_testth01_BDD-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_4_train_3_combined_cnn_layer.txt
